id_n,Year,Gender,City,TaxpayerType,companytype,Activity,entactivitycode,SectorDescription,Size,gross_wage,net_income_business,net_income_partnership,gross_rents,gross_i_interest_pen_pay,gross_i_interest,gross_i_inta_prop,capital_gain,foreign_s_inc,other_inc_gifts,total_inc,ded_rents_expen_rents10pct,ded_pen_cont,ded_exp_int_prop,other_allowed_ded,total_ded,taxable_amount,loss_carried_for,dis_charity_contribution,tot_additional_ded,taxable_inc_before_tax,tax_on_tax_inc_bracket,tax_withheld_wage_employer,tax_withheld_wage_interest,tax_withheld_rents,tax_witheld_lottery_gains,foreign_tax_credit,total_witheld_credit,total_pay_for,q_advance_business_inc,q_payment_ren_inc_int_prop,total_advance_payment,total_tax_payable,amount_due,sector,companytype_en
3361,2022,F,GJAKOVË,BIZNES,Individual,Riparimi i pajisjeve të tjera p.k.t.,3319,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Individual
3362,2022,M,VUSHTRRI,BIZNES,Individual,Tregtia e veturave dhe automjeteve me fuqi motorike të vogël,4511,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,103900.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103900.55,0.0,0.0,0.0,0.0,0.0,103900.55,0.0,0.0,0.0,103900.55,10123.66,0.0,0.0,0.0,0.0,0.0,0.0,10123.66,3387.06,0.0,3387.06,6736.6,6736.6,45,Individual
3363,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me shumicë e artikujve të tjerë shtëpiakë,4649,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Individual
3364,2022,,MITROVICË,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,3,0.0,36293.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36293.47,0.0,2400.0,0.0,0.0,2400.0,33893.47,0.0,0.0,0.0,33893.47,3122.95,0.0,0.0,0.0,0.0,0.0,0.0,3122.95,2301.8,0.0,2301.8,821.15,821.15,86,Individual
3365,2022,M,PEJË,BIZNES,Individual,Aktivitetet e tjera mbështetëse të transportit,5229,Transporti dhe magazinimi,3,0.0,40403.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40403.24,0.0,0.0,0.0,0.0,0.0,40403.24,0.0,0.0,0.0,40403.24,3773.92,0.0,0.0,0.0,0.0,0.0,0.0,3773.92,0.0,0.0,0.0,3773.92,3773.92,52,Individual
3366,2022,F,GJAKOVË,BIZNES,Individual,Tregtia me pakice e artikujve farmaceutikë në dyqane të specializuara (Barnatore),4773,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,5558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5558.0,0.0,0.0,0.0,0.0,0.0,5558.0,0.0,0.0,0.0,5558.0,289.4,0.0,0.0,0.0,0.0,0.0,0.0,289.4,613.56,0.0,613.56,0.0,0.0,47,Individual
3367,2022,F,SUHAREKË,BIZNES,Individual,Aktvitetet e autoshkollave,8553,Arsimi,2,0.0,3842.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.55,0.0,325.0,0.0,0.0,325.0,3517.55,0.0,0.0,0.0,3517.55,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,123.0,0.0,0.0,85,Individual
3368,2022,M,GJAKOVË,BIZNES,Individual,"Prodhimi i bukës, simiteve dhe ëmbëlsirave të freskëta",1071,Industria perpunuese,3,0.0,8892.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8892.95,0.0,557.48,0.0,0.0,557.48,8335.47,0.0,0.0,0.0,8335.47,567.15,0.0,0.0,0.0,0.0,0.0,0.0,567.15,1556.94,0.0,1556.94,0.0,0.0,10,Individual
3369,2022,M,BARDHOSH,PERSON FIZIK,Person fizik,INXHINIER I MAKINERISE,10000,Person Fizik,1,0.0,0.0,23691.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23691.94,0.0,0.0,0.0,0.0,0.0,23691.94,0.0,0.0,0.0,23691.94,2102.79,0.0,0.0,0.0,0.0,0.0,0.0,2102.79,1855.79,0.0,1855.79,247.0,247.0,10,
3370,2022,F,KAÇANIK,BIZNES,Individual,"Aktivitetet e kontabilitetit, libërmbajtjes dhe auditimit; këshillime tatimore",6920,"Aktivitetet profesionale, shkencore dhe teknike",2,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,78.0,0.0,0.0,78.0,5822.0,0.0,0.0,0.0,5822.0,315.8,0.0,0.0,0.0,0.0,0.0,0.0,315.8,105.0,0.0,105.0,210.8,210.8,69,Individual
3371,2022,M,PRIZREN,BIZNES,Individual,Tregtia me shumicë jo e specializuar,4690,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,25371.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25371.19,0.0,0.0,0.0,0.0,0.0,25371.19,0.0,0.0,0.0,25371.19,2270.72,0.0,0.0,0.0,0.0,0.0,0.0,2270.72,2680.0,0.0,2680.0,0.0,0.0,46,Individual
3372,2022,M,PRISHTINË,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,1,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Individual
3373,2022,M,GJILAN,BIZNES,Individual,Riparimi i pajisjeve elektroshtëpiake dhe pajisjeve për shtëpi dhe të kopshtarisë,9522,Aktivitetet e tjera sherbyese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,Individual
3374,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me shumicë e artikujve farmaceutikë,4646,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,451870.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451870.37,0.0,2050.0,0.0,0.0,2050.0,449820.37,0.0,0.0,0.0,449820.37,44715.64,0.0,0.0,0.0,0.0,0.0,0.0,44715.64,32000.0,0.0,32000.0,12715.64,12715.64,46,Individual
3375,2022,M,FUSHË KOSOVË,BIZNES,Individual,Tregti tjetër me pakicë në dyqane jo të specializuara,4719,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,702881.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702881.61,0.0,800.0,0.0,0.0,800.0,702081.61,0.0,0.0,0.0,702081.61,69941.76,0.0,0.0,0.0,0.0,0.0,0.0,69941.76,47227.12,0.0,47227.12,22714.64,22714.64,47,Individual
3376,2022,M,PODUJEVË,BIZNES,Individual,Aktivitetet e mjekësisë së specializuar,8622,Aktivitetet e shendetit te njeriut dhe te punes sociale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,Individual
3377,2022,M,GJILAN,BIZNES,Individual,Agjencitë për publicitet,7311,"Aktivitetet profesionale, shkencore dhe teknike",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,Individual
3378,2022,M,PRISHTINË,BIZNES,Individual,Hotelet dhe akomodimi i ngjashëm ,5510,Akomodimi dhe sherbimi ushqimor,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Individual
3379,2022,F,SALLAGRAZHDË,BIZNES,Individual,Arsimi tjetër p.k.t.,8559,Arsimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,Individual
3380,2022,M,PEJË,BIZNES,Individual,"Tregtia me pakicë e mallrave të tjera të reja, në dyqane të specializuara",4778,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,67604.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67604.45,0.0,974.94,0.0,0.0,974.94,66629.51,0.0,0.0,0.0,66629.51,6396.55,0.0,0.0,0.0,0.0,0.0,0.0,6396.55,674.04,0.0,674.04,5722.51,5722.51,47,Individual
3381,2022,M,PEJË,BIZNES,Individual,Aktivitetet e tjera të telekomunikimit ,6190,Informimi dhe komunikimi,2,0.0,30050.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30050.71,0.0,2400.0,0.0,0.0,2400.0,27650.71,0.0,0.0,0.0,27650.71,2498.67,0.0,0.0,0.0,0.0,0.0,0.0,2498.67,745.2,0.0,745.2,1753.47,1753.47,61,Individual
3382,2022,M,PRISHTINË,BIZNES,Individual,"Tregtia me pakicë e mallrave të tjera të reja, në dyqane të specializuara",4778,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,16422.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16422.94,0.0,920.0,0.0,0.0,920.0,15502.94,0.0,0.0,0.0,15502.94,1283.89,0.0,0.0,0.0,0.0,0.0,0.0,1283.89,876.8,0.0,876.8,407.09,407.09,47,Individual
3383,2022,M,PRISHTINË,BIZNES,Individual,Agjencitë për publicitet,7311,"Aktivitetet profesionale, shkencore dhe teknike",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,Individual
3384,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e operatorëve turistikë,7912,Sherbimet administrative dhe mbeshtetese,2,0.0,7308.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7308.49,0.0,0.0,0.0,0.0,0.0,7308.49,0.0,0.0,0.0,7308.49,464.45,0.0,0.0,0.0,0.0,0.0,0.0,464.45,525.46,0.0,525.46,0.0,0.0,79,Individual
3385,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,2,0.0,10269.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10269.15,0.0,1000.0,0.0,0.0,1000.0,9269.15,0.0,0.0,0.0,9269.15,660.52,0.0,0.0,0.0,0.0,0.0,0.0,660.52,633.6,0.0,633.6,26.92,26.92,86,Individual
3386,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e tjera shërbyese të ushqimit,5629,Akomodimi dhe sherbimi ushqimor,3,0.0,6677.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6677.22,0.0,600.0,0.0,0.0,600.0,6077.22,0.0,0.0,0.0,6077.22,341.32,0.0,0.0,0.0,0.0,0.0,0.0,341.32,1453.0,0.0,1453.0,0.0,0.0,56,Individual
3387,2022,M,DEÇAN,BIZNES,Individual,Tregtia me pakicë e pajisjeve elekroshtëpiake në dyqane të specializuara,4754,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,1588.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.64,0.0,0.0,0.0,0.0,0.0,1588.64,0.0,0.0,0.0,1588.64,25.15,0.0,0.0,0.0,0.0,0.0,0.0,25.15,100.0,0.0,100.0,0.0,0.0,47,Individual
3388,2022,M,RAHOVEC,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25397.85,0.0,25397.85,0.0,0.0,0.0,0.0,0.0,25397.85,0.0,0.0,0.0,25397.85,2273.39,0.0,0.0,0.0,0.0,4528.9,4528.9,-2255.52,0.0,0.0,0.0,0.0,0.0,10,
3389,2022,M,GJAKOVË,BIZNES,Individual,"Aktivitetet e kontabilitetit, libërmbajtjes dhe auditimit; këshillime tatimore",6920,"Aktivitetet profesionale, shkencore dhe teknike",2,0.0,18270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18270.0,0.0,1500.0,0.0,0.0,1500.0,16770.0,0.0,0.0,0.0,16770.0,1410.6,0.0,0.0,0.0,0.0,0.0,0.0,1410.6,1083.6,0.0,1083.6,327.0,327.0,69,Individual
3390,2022,F,PRISHTINË,BIZNES,Individual,Restorantet dhe aktivitetet shërbyese lëvizëse të ushqimit,5610,Akomodimi dhe sherbimi ushqimor,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Individual
3391,2022,M,SUHAREKË,BIZNES,Individual,Prodhimi i veshjeve të tjera të jashtme,1413,Industria perpunuese,1,0.0,-570.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-570.75,0.0,39.0,0.0,0.0,39.0,-609.75,0.0,0.0,0.0,-609.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,14,Individual
3392,2022,M,SUHAREKË,BIZNES,Individual,Shërbimet e tjera të rezervimit dhe aktivitetet e lidhura me to,7990,Sherbimet administrative dhe mbeshtetese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,Individual
3393,2022,M,STUBLLA E EPËRME,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,1500.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,21.6,21.6,10,
3394,2022,M,GJILAN,BIZNES,Individual,"Prodhimi i bukës, simiteve dhe ëmbëlsirave të freskëta",1071,Industria perpunuese,3,0.0,15179.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15179.98,0.0,0.0,0.0,0.0,0.0,15179.98,6894.31,0.0,6894.31,8285.67,562.17,0.0,0.0,0.0,0.0,0.0,0.0,562.17,273.6,0.0,273.6,288.57,288.57,10,Individual
3395,2022,M,DOGANAJ,BIZNES,Individual,Prodhimi i mobilieve të kuzhinës,3102,Industria perpunuese,3,0.0,6410.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.51,0.0,0.0,0.0,0.0,0.0,6410.51,0.0,0.0,0.0,6410.51,374.65,0.0,0.0,0.0,0.0,0.0,0.0,374.65,525.15,0.0,525.15,0.0,0.0,31,Individual
3396,2022,M,BERIVOJCË,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Individual
3397,2022,M,PRIZREN,BIZNES,Individual,Tregtia me pakice e artikujve farmaceutikë në dyqane të specializuara (Barnatore),4773,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,133914.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133914.68,0.0,2400.0,0.0,0.0,2400.0,131514.68,0.0,0.0,0.0,131514.68,12885.07,0.0,0.0,0.0,0.0,0.0,0.0,12885.07,11766.0,0.0,11766.0,1119.07,1119.07,47,Individual
3398,2022,M,MITROVICË,BIZNES,Individual,"Prodhimi i bukës, simiteve dhe ëmbëlsirave të freskëta",1071,Industria perpunuese,2,0.0,1765.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.81,0.0,440.0,0.0,0.0,440.0,1325.81,0.0,0.0,0.0,1325.81,14.63,0.0,0.0,0.0,0.0,0.0,0.0,14.63,360.0,0.0,360.0,0.0,0.0,10,Individual
3399,2022,F,ISTOG,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,2,0.0,2932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,2932.0,78.88,0.0,0.0,0.0,0.0,0.0,0.0,78.88,0.0,0.0,0.0,78.88,78.88,41,Individual
3400,2022,M,PRISHTINË,BIZNES,Individual,"Aktivitetet e kontabilitetit, libërmbajtjes dhe auditimit; këshillime tatimore",6920,"Aktivitetet profesionale, shkencore dhe teknike",1,38804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38804.0,0.0,1940.2,0.0,0.0,1940.2,36863.8,0.0,0.0,0.0,36863.8,3419.98,3686.3,0.0,0.0,0.0,0.0,3686.3,-266.32,0.0,0.0,0.0,0.0,0.0,69,Individual
3401,2022,M,ISTOG,BIZNES,Individual,Tregtia me pakicë e karburantit për automjete në dyqane të specializuar,4730,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,6532.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6532.31,0.0,0.0,0.0,0.0,0.0,6532.31,0.0,653.23,653.23,5879.08,321.51,0.0,0.0,0.0,0.0,0.0,0.0,321.51,240.0,0.0,240.0,81.51,81.51,47,Individual
3402,2022,M,PRISHTINË,BIZNES,Individual,"Tregtia me pakicë në dyqane jo të specializuar, ku mbizotëron ushqimi, pijet dhe duhani",4711,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,3387.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387.5,0.0,0.0,0.0,0.0,0.0,3387.5,3387.5,0.0,3387.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493.52,0.0,2493.52,0.0,0.0,47,Individual
3403,2022,M,JUNIK,BIZNES,Individual,Tregtia me pakicë e pajisjeve elekroshtëpiake në dyqane të specializuara,4754,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Individual
3404,2022,M,VUSHTRRI,BIZNES,Individual,Marrja dhe dhënia me qira (lizingu) e artikujve të tjerë personalë dhe shtëpiakë,7729,Sherbimet administrative dhe mbeshtetese,2,0.0,3297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297.0,0.0,0.0,0.0,0.0,0.0,3297.0,0.0,0.0,0.0,3297.0,105.36,0.0,0.0,0.0,0.0,0.0,0.0,105.36,160.0,0.0,160.0,0.0,0.0,77,Individual
3405,2022,M,GLLOGOC,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Individual
3406,2022,F,PRISHTINË,BIZNES,Individual,Aktivitetet e ndërmjetësimit për shitjen e një shumëllojshmërie mallrash,4619,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Individual
3407,2022,M,FERIZAJ,PERSON FIZIK,Person fizik,Person fizik,10000,Person Fizik,2,0.0,-10396.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10396.69,0.0,0.0,0.0,0.0,0.0,-10396.69,0.0,0.0,0.0,-10396.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
3408,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me shumicë e tekstileve,4641,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Individual
3409,2022,M,STANOVC I EPËRM,BIZNES,Individual,Tregtia e veturave dhe automjeteve me fuqi motorike të vogël,4511,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Individual
3410,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me shumicë e artikujve farmaceutikë,4646,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,110644.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110644.41,0.0,400.0,0.0,0.0,400.0,110244.41,0.0,0.0,0.0,110244.41,10758.04,0.0,0.0,0.0,0.0,0.0,0.0,10758.04,2481.6,0.0,2481.6,8276.44,8276.44,46,Individual
3411,2022,F,VUSHTRRI,BIZNES,Individual,Aktivitetet e këshillimit për biznes dhe këshillat e tjera për manaxhim,7022,"Aktivitetet profesionale, shkencore dhe teknike",2,0.0,17855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17855.0,0.0,1320.0,0.0,0.0,1320.0,16535.0,0.0,0.0,0.0,16535.0,1387.1,0.0,0.0,0.0,0.0,0.0,0.0,1387.1,669.0,0.0,669.0,718.1,718.1,70,Individual
3412,2022,M,KORISHË,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Individual
3413,2022,F,PRISHTINË,BIZNES,Individual,Tregtia me pakice e artikujve farmaceutikë në dyqane të specializuara (Barnatore),4773,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,28651.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28651.17,0.0,1200.0,0.0,0.0,1200.0,27451.17,0.0,0.0,0.0,27451.17,2478.72,0.0,0.0,0.0,0.0,0.0,0.0,2478.72,680.0,0.0,680.0,1798.72,1798.72,47,Individual
3414,2022,M,PRIZREN,BIZNES,Individual,Tregtia me pakicë e pjesëve dhe aksesorëve të automjeteve,4532,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,5211.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5211.34,0.0,0.0,0.0,0.0,0.0,5211.34,0.0,0.0,0.0,5211.34,258.51,0.0,0.0,0.0,0.0,0.0,0.0,258.51,270.0,0.0,270.0,0.0,0.0,45,Individual
3415,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e agjencive të udhëtimit,7911,Sherbimet administrative dhe mbeshtetese,2,0.0,14422.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14422.09,0.0,0.0,0.0,0.0,0.0,14422.09,0.0,450.0,450.0,13972.09,1130.81,0.0,0.0,0.0,0.0,0.0,0.0,1130.81,1334.7,0.0,1334.7,0.0,0.0,79,Individual
3416,2022,M,VITI,BIZNES,Individual,Prodhimi i artikujve të plastikës për ndërtimtari,2223,Industria perpunuese,3,0.0,17314.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17314.98,0.0,1731.5,0.0,0.0,1731.5,15583.48,0.0,0.0,0.0,15583.48,1291.95,0.0,0.0,0.0,0.0,0.0,0.0,1291.95,870.0,0.0,870.0,421.95,421.95,22,Individual
3417,2022,M,QERIM,BIZNES,Individual,Aktvitetet e autoshkollave,8553,Arsimi,2,0.0,9126.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9126.07,0.0,0.0,0.0,0.0,0.0,9126.07,0.0,0.0,0.0,9126.07,646.21,0.0,0.0,0.0,0.0,0.0,0.0,646.21,520.0,0.0,520.0,126.21,126.21,85,Individual
3418,2022,M,LIPJAN,BIZNES,Individual,Pastrimi i përgjithshëm i ndërtesave,8121,Sherbimet administrative dhe mbeshtetese,2,0.0,9554.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9554.81,0.0,0.0,0.0,0.0,0.0,9554.81,0.0,0.0,0.0,9554.81,689.08,0.0,0.0,0.0,0.0,0.0,0.0,689.08,253.84,0.0,253.84,435.24,435.24,81,Individual
3419,2022,F,SUHAREKË,BIZNES,Individual,Tregtia me shumicë e makinerive dhe pajisjeve të tjera të zyrave,4666,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,28121.62,21802.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49923.7,0.0,4231.58,0.0,0.0,4231.58,45692.12,0.0,0.0,0.0,45692.12,4302.81,2500.0,0.0,0.0,0.0,0.0,2500.0,1802.81,1192.0,0.0,1192.0,610.81,610.81,46,Individual
